week_start_date,year,month,week_of_year,festival_name,festival_proximity,is_festival_week,is_wedding_season,google_trends_source,google_trends_index,cotton_price_inr_per_kg,cotton_price_source,cpi_inflation_index,cpi_source
2021-07-05,2021,7,27,,0.0,False,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),57.6,62.7,REAL_FILE (cotton_prices_weekly.csv),87.8,REAL_FILE (cpi_weekly.csv)
2021-07-12,2021,7,28,,0.0,False,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),50.1,64.7,REAL_FILE (cotton_prices_weekly.csv),87.8,REAL_FILE (cpi_weekly.csv)
2021-07-19,2021,7,29,Onam,0.05714285714285716,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),57.1,66.9,REAL_FILE (cotton_prices_weekly.csv),87.8,REAL_FILE (cpi_weekly.csv)
2021-07-26,2021,7,30,Onam,0.2571428571428571,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),62.5,69.3,REAL_FILE (cotton_prices_weekly.csv),87.8,REAL_FILE (cpi_weekly.csv)
2021-08-02,2021,8,31,Onam,0.4571428571428571,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),55.6,72.9,REAL_FILE (cotton_prices_weekly.csv),87.8,REAL_FILE (cpi_weekly.csv)
2021-08-09,2021,8,32,Onam,0.6571428571428571,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),62.8,70.7,REAL_FILE (cotton_prices_weekly.csv),87.8,REAL_FILE (cpi_weekly.csv)
2021-08-16,2021,8,33,Onam,0.8571428571428572,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),73.1,72.8,REAL_FILE (cotton_prices_weekly.csv),87.8,REAL_FILE (cpi_weekly.csv)
2021-08-23,2021,8,34,Raksha_Bandhan,1.0,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),73.9,67.6,REAL_FILE (cotton_prices_weekly.csv),87.8,REAL_FILE (cpi_weekly.csv)
2021-08-30,2021,8,35,,0.0,False,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),37.8,71.4,REAL_FILE (cotton_prices_weekly.csv),87.8,REAL_FILE (cpi_weekly.csv)
2021-09-06,2021,9,36,Navratri_start,0.11428571428571421,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),36.3,62.3,REAL_FILE (cotton_prices_weekly.csv),87.8,REAL_FILE (cpi_weekly.csv)
2021-09-13,2021,9,37,Navratri_start,0.3142857142857143,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),48.2,57.8,REAL_FILE (cotton_prices_weekly.csv),87.8,REAL_FILE (cpi_weekly.csv)
2021-09-20,2021,9,38,Navratri_start,0.5142857142857143,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),52.8,53.6,REAL_FILE (cotton_prices_weekly.csv),87.8,REAL_FILE (cpi_weekly.csv)
2021-09-27,2021,9,39,Navratri_start,0.7142857142857143,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),55.3,55.9,REAL_FILE (cotton_prices_weekly.csv),87.8,REAL_FILE (cpi_weekly.csv)
2021-10-04,2021,10,40,Navratri_start,0.9142857142857143,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),65.0,60.3,REAL_FILE (cotton_prices_weekly.csv),87.8,REAL_FILE (cpi_weekly.csv)
2021-10-11,2021,10,41,Navratri_start,1.0,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),64.2,64.4,REAL_FILE (cotton_prices_weekly.csv),87.8,REAL_FILE (cpi_weekly.csv)
2021-10-18,2021,10,42,Diwali,0.5142857142857143,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),40.9,70.5,REAL_FILE (cotton_prices_weekly.csv),87.8,REAL_FILE (cpi_weekly.csv)
2021-10-25,2021,10,43,Diwali,0.7142857142857143,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),52.1,75.4,REAL_FILE (cotton_prices_weekly.csv),87.8,REAL_FILE (cpi_weekly.csv)
2021-11-01,2021,11,44,Diwali,0.9142857142857143,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),53.3,80.7,REAL_FILE (cotton_prices_weekly.csv),87.8,REAL_FILE (cpi_weekly.csv)
2021-11-08,2021,11,45,Diwali,1.0,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),63.5,78.4,REAL_FILE (cotton_prices_weekly.csv),87.76,REAL_FILE (cpi_weekly.csv)
